Project_code	Submitter_donor_ID	Normal_WGS_aliquot_ID	Tumour_WGS_aliquot_ID	Stars	Mean_Coverage_Normal	Mean_Coverage_Tumour	Median/Mean_Coverage_Normal	FWHM_Normal	Median/Mean_Coverage_Tumour	FWHM_Tumour	Somatic_Mutation_Calling_Coverage	%_of_paired_reads_mapping_to_different_chromosomes_Normal	%_of_paired_reads_mapping_to_different_chromosomes_Tumour	Ratio_of_difference_in_edits_between_paired_reads_Normal	Ratio_of_difference_in_edits_between_paired_reads_Tumour
BLCA-US	096b4f32-10c1-4737-a0dd-cae04c54ee33	e0fccaf5-925a-41f9-b87c-cd5ee4aecb59	301d6ce3-4099-4c1d-8e50-c04b7ce91450	5.0	37.98	45.40	1.026161932	0.088868204	1.03891383	0.1526454292	2802267820	2.14	2.32	1.177727524	1.200457971
BLCA-US	178b28cd-99c3-48dc-8d09-1ef71b4cee80	c1da8eed-4919-4ba5-a735-3fba476c18a7	4838b5a9-968c-4178-bffb-3fafe1f6dc09	5.0	31.50	33.65	1.015003444	0.1143521671	0.9810374035	0.0970321859	2746502272	2.41	1.80	1.219269769	1.093826072
BLCA-US	1e308b12-0590-4dae-94d0-a539fcf25df7	d6e91f4c-38c0-4393-9cb7-be076663dff3	c66c92d5-df65-46e6-861d-d8a98808e6a3	5.0	32.72	30.71	1.021017287	0.0958669971	0.9680896403	0.0850690076	2733112222	1.97	2.03	1.178551636	1.159640036
BLCA-US	24f21425-b001-4986-aedf-5b4dd851c6ad	f88b2f4c-15f1-4808-bcec-89abc7466de6	973d0577-8ca4-44a1-817f-1d3c1bada151	4.5	37.60	39.17	1.012371735	0.0930990932	0.8938261781	0.0705272613	2773264275	2.93	2.12	1.188314926	1.198254988
BLCA-US	3ed614e7-f356-4d87-985b-d3bbbae3bb40	c14e29aa-a979-4452-8019-7eebfb3d5d04	91f458e6-64b7-454d-a542-b0aa23638fd8	5.0	31.90	33.55	1.011832622	0.0831299014	0.931185947	0.0811265761	2633835339	2.05	1.95	1.003749524	1.063998036
BLCA-US	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	21d0907a-ac47-4a72-8f6c-74d25949fe11	8c619cbc-9e91-4716-9711-5236e55d8f46	5.0	35.26	37.19	1.021810305	0.0835554437	1.020638484	0.0927972451	2762327052	2.58	2.28	1.200905113	1.210235728
BLCA-US	493a4ff2-37a5-4b79-928d-83dbfe534556	b90f11ba-2f30-4d5e-b218-6d86d4fc2f46	abd2d959-d5ed-4eb3-9759-67eb1aa23325	3.5	34.65	53.72	0.9139037477	0.1944227253	1.015229548	0.0795773553	2796261897	7.58	1.65	1.226405807	1.163489952
BLCA-US	556fcbc8-172a-4af1-8822-ae036e8d68e8	e34479b8-834f-4747-984b-e77272f1379d	0c7aca3f-e006-4de3-afc2-20b4f727d4fd	5.0	33.73	38.85	1.022415367	0.0921883991	0.9618726891	0.093383376	2758800442	2.13	1.57	1.174628594	1.10191917
BLCA-US	56d8a1b8-1268-4362-a7f1-77b76fbf1b59	0afe697d-20f1-4f51-a0a9-797d01afd397	804ffa2e-158b-447d-945c-707684134c87	3.0	35.52	59.50	0.8556198556	0.7232551169	1.044461038	0.0952288703	2755920103	8.87	2.15	1.102580261	1.195575815
BLCA-US	5d54c742-5a8e-4c40-8d62-95e75e210ab8	60e4591c-6ce7-4a65-8355-653f5c41cd2e	2b142863-b963-4cc9-8f8f-c72503c93390	5.0	37.57	36.19	1.014285654	0.0819895267	0.9889443791	0.1048339222	2751260833	2.44	2.74	1.150490595	1.34808746
BLCA-US	797a71ee-372d-41e5-aeee-5ab3c4661110	a2b2e34b-005f-4803-9bc2-5f16b5cc8534	45a7949d-e63f-4956-866c-df51257032de	5.0	39.66	36.38	1.024299514	0.082543432	1.003202604	0.091743628	2747190176	2.35	2.07	1.193370686	1.169695544
BLCA-US	7fee9d6f-c0ea-43c2-89c2-66d965a077a8	7c729b94-1488-4dec-b534-5d73530e535c	acc629cb-ad03-4cec-9b21-922e4932ef3e	5.0	36.05	39.76	1.025096513	0.0823607736	1.036308398	0.0951365952	2777304026	2.34	1.63	1.003753444	1.15108197
BLCA-US	8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	c648ad3a-6db3-4079-95c0-66010a038a91	d4615ca0-b5c7-4a5c-8593-bd50034a78ae	5.0	45.40	46.52	1.015675377	0.0695083875	0.977548669	0.0762446993	2808477024	2.02	1.92	1.171396679	1.137526964
BLCA-US	904a8757-e0c5-41ef-b583-c8f170caaac1	68402877-a578-4bfd-a05e-58c6e06fb6a3	448fe471-3f4e-4dc8-a4e0-6f147dc93abe	5.0	39.43	33.08	1.028110766	0.0814659254	0.9952282727	0.0827735766	2751817743	2.51	1.76	1.192171291	1.194533186
BLCA-US	932bcdd4-5145-49e8-9a95-8a546396f572	f7ffcce9-2a24-4abe-8f8c-b9ba6a770803	cda1a403-16b6-487c-a82a-c377d1d0f89d	5.0	34.13	38.50	1.019891436	0.0973947221	0.9923263611	0.1200642376	2763233948	2.08	2.32	1.144424693	1.174213192
BLCA-US	9c274536-3ca1-4f0e-93a8-1688074d862f	fcdb086f-6e88-49ce-a202-b611584a080c	df8a913c-5160-4fc5-950d-7c890e24e820	5.0	39.91	33.15	1.02369571	0.0781637445	0.9233810699	0.096135075	2738655847	2.16	2.31	1.173323011	1.16683713
BLCA-US	a658becf-3934-49f2-9e74-291dca61d4bb	8aee029e-9da1-4714-933a-7613313dd998	418a3dec-96ff-4719-becb-e1a8260cce2f	5.0	37.50	41.77	1.026602405	0.0891455255	0.9730044936	0.0954823012	2795679329	2.29	2.35	1.21958226	1.203537986
BLCA-US	ca554128-da9d-4f37-9560-ca083509e01d	df7ba0ba-91dd-453c-b60b-699994ec4b3b	f389176f-d8f3-45c2-aae4-7378a3d6fc7f	4.0	35.00	34.20	1.019821585	0.1168984998	0.9250834332	0.1686588075	2354328612	1.96	2.70	1.084562301	1.1819993
BLCA-US	cb664eef-be6f-44ef-aa90-6f6da0e6440a	c79e40d8-3c21-4219-81f8-c448a38f0f18	b73523d7-f5a5-4140-8537-4df4d1ecf465	5.0	34.65	39.05	1.025980861	0.0923454607	0.955034159	0.0837964516	2767738366	2.29	2.92	1.185095426	1.42772444
BLCA-US	cce62116-3dcd-400d-ada0-9839ca02466e	db3bb39b-a1a6-49af-aae3-7cb489a724e4	ffdd4feb-aca3-4104-b1e8-954d705a6450	5.0	39.53	33.40	1.014080958	0.0890033209	0.9376975829	0.084884643	2763630777	2.87	2.00	1.278668981	1.185701311
BLCA-US	cede5274-279d-4021-8aca-5ecc4bf94d66	2a00d649-7f80-467d-849d-1383cceec965	94108975-b7a0-40ba-ad39-e44cc62e8cc0	5.0	38.00	35.75	1.010443597	0.0755962012	0.9516098147	0.0790111795	2694022597	1.84	2.50	1.1626006	1.188582056
BLCA-US	f48937ed-e294-41f0-8872-7010391167a9	dd05d620-285e-4734-924b-c16361749fa4	e6c78a98-f45b-482b-a551-4f11b8c1ff8b	5.0	37.03	42.15	1.014597407	0.0895312547	0.9908276524	0.0793514531	2778088212	1.77	2.62	1.182317254	1.233159231
BLCA-US	f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5	709c4655-20e7-46e3-b4c1-920c180abd6f	7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c	3.0	44.35	35.96	0.9662839095	0.581663475	1.037457487	0.0972357904	2755712165	4.21	2.61	1.184806833	1.143667676
BOCA-UK	CGP_donor_1397077	f82d213f-bc96-5b1d-e040-11ac0c486880	f82d213f-bc99-5b1d-e040-11ac0c486880	5.0	43.92	73.54	1.025936666	0.0640630501	0.9777973541	0.1222125706	2835411132	1.89	2.35	1.212195528	1.372022211
BOCA-UK	CGP_donor_1397080	f856fa85-fdb5-c0b0-e040-11ac0d480b4e	f856fa85-fdb8-c0b0-e040-11ac0d480b4e	4.0	49.86	42.36	1.029894801	0.060964923	0.9217877885	0.0650424744	2792994567	20.27	1.92	1.080887767	1.377759006
BOCA-UK	CGP_donor_1397081	fc876eec-10b6-11c7-e040-11ac0d4850fb	fc876eec-10b9-11c7-e040-11ac0d4850fb	4.0	46.28	43.03	1.044479712	0.0882920411	0.9559989504	0.1925129914	2765774590	8.91	1.73	1.574609646	1.281297333
BOCA-UK	CGP_donor_1397082	f8696c79-b162-92a6-e040-11ac0c4804bf	f8696c79-b165-92a6-e040-11ac0c4804bf	4.0	35.43	46.62	1.029306855	0.0653097332	0.9773123282	0.0874268144	2776681839	29.91	1.77	1.076306773	1.263107245
BOCA-UK	CGP_donor_1397083	f221c897-6ace-0df9-e040-11ac0c4813ef	f221c897-6ad0-0df9-e040-11ac0c4813ef	4.0	32.39	61.89	1.027407271	0.0742993048	0.9873504038	0.0683914026	2828264549	13.83	1.59	1.288549397	1.181971474
BOCA-UK	CGP_donor_1397084	f82d213f-9ba2-7b6b-e040-11ac0c486882	f82d213f-9ba5-7b6b-e040-11ac0c486882	4.0	55.38	45.56	1.01395233	0.0590887525	1.006275888	0.066716769	2808061203	7.93	1.84	1.036276564	1.182001959
BOCA-UK	CGP_donor_1424143	f8467ec8-2d5e-ba21-e040-11ac0c483584	f8467ec8-2d61-ba21-e040-11ac0c483584	4.0	38.62	48.54	1.013030658	0.0637248348	0.9659030353	0.0580148857	2816862548	20.74	1.43	1.016773131	1.180933048
BOCA-UK	CGP_donor_1437403	f85add3d-e2e3-31f8-e040-11ac0d48479c	f85add3d-e2e6-31f8-e040-11ac0d48479c	5.0	33.16	42.85	1.01574142	0.0738421227	0.9627226248	0.1061394935	2795450681	1.69	1.73	1.138222241	1.16062035
BOCA-UK	CGP_donor_1437404	f86b7e84-703d-c751-e040-11ac0c485675	f86b7e84-7040-c751-e040-11ac0c485675	5.0	42.18	45.32	1.01293789	0.0644761013	0.9514784562	0.1507428153	2790616900	1.89	1.39	1.058769126	1.222393403
BOCA-UK	CGP_donor_1437405	f87eb1b5-170f-ca1f-e040-11ac0c483848	f87eb1b5-1712-ca1f-e040-11ac0c483848	5.0	32.14	39.80	1.029372553	0.0752652365	1.011480367	0.0904359048	2819371448	2.52	2.40	1.142147501	1.205471495
BOCA-UK	CGP_donor_1437406	f82d213f-caa4-fd59-e040-11ac0d483e46	f82d213f-caa7-fd59-e040-11ac0d483e46	5.0	31.45	47.43	1.014030433	0.0736163552	0.9414971047	0.0684566267	2811941563	1.45	1.70	1.106690031	1.222585975
BOCA-UK	CGP_donor_1437407	f83f1eb8-b2c5-c3d6-e040-11ac0c48261e	f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	5.0	32.93	46.45	1.030277223	0.0754736449	1.027030958	0.077595009	2817863029	2.37	1.30	1.105820537	1.163016921
BOCA-UK	CGP_donor_1437408	f8515e5a-7de0-6be3-e040-11ac0c480d6d	f8515e5a-7de3-6be3-e040-11ac0c480d6d	5.0	29.50	40.26	1.028065807	0.0750104375	1.065113969	0.0769664051	2802491916	1.72	1.71	1.118875419	1.197182815
BOCA-UK	CGP_donor_1437409	f860bc4c-f318-6538-e040-11ac0c48268f	f860bc4c-f31b-6538-e040-11ac0c48268f	5.0	33.84	51.52	1.013276044	0.0691513915	1.021963356	0.0572679307	2812906093	1.56	1.70	1.136294641	1.345375078
BOCA-UK	CGP_donor_1437410	fc876f51-0574-3b53-e040-11ac0d48515e	fc876f51-0577-3b53-e040-11ac0d48515e	4.0	31.46	48.36	1.010301353	0.0795103638	1.008856087	0.0713353577	2815958923	3.98	1.72	1.083088392	1.173914461
BOCA-UK	CGP_donor_1437411	fc876f5c-8336-bc9c-e040-11ac0d485160	fc876f5c-8339-bc9c-e040-11ac0d485160	5.0	32.11	44.22	1.010841604	0.070584452	1.016562849	0.0653460103	2814419443	1.47	2.32	1.173246018	1.278096913
BOCA-UK	CGP_donor_1437412	fc876f66-ff0a-f338-e040-11ac0d485162	fc876f66-ff0d-f338-e040-11ac0d485162	5.0	30.07	41.17	1.026720961	0.0756391982	1.027302692	0.0662341101	2816821522	1.55	2.77	1.222349271	1.273896001
BOCA-UK	CGP_donor_1437413	fc93369d-3ff8-1b53-e040-11ac0c4852ba	fc93369d-3ffb-1b53-e040-11ac0c4852ba	5.0	31.16	43.61	1.033769642	0.0874305021	1.027546875	0.064947887	2815149303	1.44	1.53	1.171342619	1.242742275
BOCA-UK	CGP_donor_1437414	fc93bd81-a3f6-2f8e-e040-11ac0d48306f	fc93bd81-a3f9-2f8e-e040-11ac0d48306f	5.0	37.99	42.16	1.027385936	0.0667635374	1.026915645	0.0651373925	2824108494	1.33	1.68	1.190361367	1.225993365
BOCA-UK	CGP_donor_1437415	fc93e38d-6bd2-9912-e040-11ac0c4838cd	fc93e38d-6bd5-9912-e040-11ac0c4838cd	4.5	36.08	44.41	1.027491706	0.0673192348	1.026149721	0.0680395684	2826336830	1.63	3.10	1.175944577	1.287692465
BOCA-UK	CGP_donor_1437416	fc9404ed-1ba0-2638-e040-11ac0c484da2	fc9404ed-1ba3-2638-e040-11ac0c484da2	5.0	36.38	39.10	1.028259251	0.0688921292	1.02707682	0.067732446	2817558536	2.09	2.36	1.244393715	1.268818889
BOCA-UK	CGP_donor_1437417	fc9469d0-4d0b-bb59-e040-11ac0d481e59	fc9469d0-4d0e-bb59-e040-11ac0d481e59	5.0	38.03	44.92	1.034493021	0.0788253623	1.026748402	0.0639079323	2825754724	1.95	1.87	1.264810104	1.300268404
BOCA-UK	CGP_donor_1437418	fc94ea15-2d95-0c5b-e040-11ac0c48569b	fc94ea15-2d98-0c5b-e040-11ac0c48569b	4.5	31.10	46.23	1.026250538	0.0766794863	1.028684212	0.0721386194	2823830629	1.66	6.24	1.228834962	1.280940595
BOCA-UK	CGP_donor_1437419	fc94ec40-2cef-7ce8-e040-11ac0d4871fb	fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	4.5	33.30	48.61	1.032457729	0.0793938224	1.071182019	0.0820115849	2739169019	1.48	4.11	1.298195054	1.319634229
BOCA-UK	CGP_donor_1437420	fc9500f3-e7cd-9820-e040-11ac0c48617e	fc9500f3-e7d0-9820-e040-11ac0c48617e	4.5	37.62	42.41	1.030507969	0.0696602866	1.110272555	0.8608887978	2616663102	1.63	2.22	1.490667218	1.168717788
BOCA-UK	CGP_donor_1437421	fc9508bd-447e-ba01-e040-11ac0d480975	fc9508bd-4481-ba01-e040-11ac0d480975	5.0	42.75	45.25	1.02788534	0.0694280142	1.068184795	0.0778884452	2755101668	1.44	1.84	1.659894076	1.185422105
BOCA-UK	CGP_donor_1437423	fc950c33-faa1-0241-e040-11ac0c486786	fc950c33-faa4-0241-e040-11ac0c486786	5.0	31.66	46.54	1.019269247	0.074713237	0.9995352695	0.068408336	2813887840	1.71	1.41	1.312690541	1.4306305
BOCA-UK	CGP_donor_1437424	fc956873-e544-8d4b-e040-11ac0c48224f	fc956873-e547-8d4b-e040-11ac0c48224f	5.0	35.02	41.68	1.026656975	0.0700712027	1.007959889	0.0661918681	2817786146	1.58	1.48	1.46948447	1.320788741
BOCA-UK	CGP_donor_1437425	fc95a408-24ff-7b55-e040-11ac0c48461a	fc95a408-2502-7b55-e040-11ac0c48461a	5.0	35.32	43.73	1.020471592	0.0771445711	1.036863388	0.073637145	2811904276	2.31	1.49	1.307342717	1.51812678
BOCA-UK	CGP_donor_1475256	f845ebba-8c53-b559-e040-11ac0c4863d5	f845ebba-8c56-b559-e040-11ac0c4863d5	5.0	34.55	39.92	1.027189604	0.0687198208	1.035967035	0.0602396336	2794717141	1.56	1.73	1.518131133	1.208187795
BOCA-UK	CGP_donor_1490908	f87348df-7183-4c6b-e040-11ac0c482ba9	f87348df-7186-4c6b-e040-11ac0c482ba9	3.0	32.14	44.57	1.011906044	0.2354239945	0.981899315	0.1211828737	2802611280	6.58	1.21	1.512782048	1.256354802
BOCA-UK	CGP_donor_1490914	f82d2146-7267-d0e0-e040-11ac0c486888	f82d2146-726a-d0e0-e040-11ac0c486888	5.0	31.51	38.58	1.011125758	0.1276235743	0.9916798318	0.2431227832	2806098892	1.68	1.54	1.500086862	1.191946547
BOCA-UK	CGP_donor_1528364	f83fc777-5413-c3e9-e040-11ac0d482c8e	f83fc777-5416-c3e9-e040-11ac0d482c8e	5.0	28.75	46.61	1.01078341	0.0929433019	0.9786455248	0.1172541189	2794252010	1.41	1.28	1.523216328	1.331335179
BOCA-UK	CGP_donor_1528371	f85397dc-e6e6-4f54-e040-11ac0d48706c	f85397dc-e6e9-4f54-e040-11ac0d48706c	5.0	31.74	43.64	1.012497802	0.0840383554	0.9905503151	0.1044334934	2806732669	1.37	0.96	1.50153516	1.259121594
BOCA-UK	CGP_donor_1528374	f866123a-9ead-e856-e040-11ac0c48717e	f866123a-9eb0-e856-e040-11ac0c48717e	5.0	52.68	39.34	1.01343855	0.0690299493	0.9855778384	0.267923265	2796349799	1.52	2.13	1.518102682	1.11814848
BOCA-UK	CGP_donor_1528381	f87cdca1-2c82-49d2-e040-11ac0d485c9d	f87cdca1-2c85-49d2-e040-11ac0d485c9d	5.0	38.25	38.71	1.012144323	0.0779872321	1.03618001	0.0611334135	2803341939	1.43	1.40	1.521839047	1.215978694
BOCA-UK	CGP_donor_1602516	fc95d5ce-6896-62f1-e040-11ac0c486011	fc95d5ce-6899-62f1-e040-11ac0c486011	4.0	35.40	44.57	1.097674135	0.1010791193	0.9482133352	0.0651178866	2644999014	1.68	3.69	1.622639798	1.481209536
BOCA-UK	CGP_donor_1602529	fc962061-8aad-42b3-e040-11ac0c4810cc	fc962061-8ab0-42b3-e040-11ac0c4810cc	4.5	31.06	44.69	1.027059513	0.0738089228	1.081357707	0.1011711751	2790071371	1.60	4.39	1.236461886	1.181312504
BOCA-UK	CGP_donor_1635843	fc99c613-51bf-8b47-e040-11ac0d480d34	fc99c613-51c2-8b47-e040-11ac0d480d34	4.5	28.60	44.19	1.017722405	0.0955055256	0.9998529427	0.2099108711	2807521167	2.24	3.85	1.651713286	1.447712029
BOCA-UK	CGP_donor_1635862	f82d2154-d0d9-2b27-e040-11ac0c48688a	f82d2154-d0dc-2b27-e040-11ac0c48688a	4.0	28.75	38.85	1.010610521	0.1972921211	1.037602427	0.1275845392	2757831590	26.93	1.57	1.263126701	1.138933199
BOCA-UK	CGP_donor_1691121	fc96e36c-67ee-4c02-e040-11ac0d48393d	fc96e36c-67f1-4c02-e040-11ac0d48393d	4.0	39.32	42.74	1.016655148	0.1002262103	0.9582485516	0.1001789288	2802119350	4.81	1.32	1.523426948	1.248120052
BOCA-UK	CGP_donor_1691124	fc96f0df-ef01-411e-e040-11ac0d484291	fc96f0df-ef04-411e-e040-11ac0d484291	5.0	32.00	40.01	1.014193081	0.0870317999	1.013846049	0.0973878719	2807743997	2.03	1.59	1.452589199	1.238785807
BOCA-UK	CGP_donor_1691128	fc970467-adfe-4a8f-e040-11ac0c48163b	fc970467-ae01-4a8f-e040-11ac0c48163b	5.0	33.86	43.39	1.014694785	0.0917946732	1.013590876	0.0885532807	2810327624	1.34	1.79	1.378312434	1.231718065
BOCA-UK	CGP_donor_1691130	fc9723c1-1e16-b054-e040-11ac0d485f32	fc9723c1-1e19-b054-e040-11ac0d485f32	5.0	28.57	42.42	1.011751979	0.0997606663	1.014439909	0.0884006951	2808672629	1.47	1.91	1.426425446	1.225924867
BOCA-UK	CGP_donor_1691131	fc975588-6e6d-b496-e040-11ac0c484689	fc975588-6e70-b496-e040-11ac0c484689	5.0	28.32	46.49	1.02546756	0.1095970939	1.019775003	0.1545771806	2817161929	2.20	1.22	1.413808958	1.252402235
BOCA-UK	CGP_donor_1691132	fc9774be-1c8d-b48e-e040-11ac0d4810d4	fc9774be-1c90-b48e-e040-11ac0d4810d4	5.0	45.50	41.30	1.031072043	0.0791644141	1.014216161	0.1824482691	2813528458	1.82	2.51	1.487401729	1.226535595
BOCA-UK	CGP_donor_1691133	f8407106-8a93-8f85-e040-11ac0d481656	f8407106-8a96-8f85-e040-11ac0d481656	5.0	53.08	50.87	1.02250124	0.0924550628	0.919709714	0.1349635547	2808188479	2.65	2.69	1.578295355	1.090455376
BOCA-UK	CGP_donor_1691134	fc97c1c5-9f47-be90-e040-11ac0c480992	fc97c1c5-9f4a-be90-e040-11ac0c480992	5.0	68.94	43.37	1.0233726	0.1205454125	1.009631896	0.3157679061	2808601901	2.13	2.21	1.482557321	1.252963705
BOCA-UK	CGP_donor_1691135	f85ae2b7-cebc-17a2-e040-11ac0c48033a	f85ae2b7-cebf-17a2-e040-11ac0c48033a	5.0	36.54	42.46	1.012300486	0.1000548439	1.035518452	0.0926780308	2794728164	1.86	1.82	1.620404397	1.290671438
BOCA-UK	CGP_donor_1691138	fc990cee-3a1b-9d45-e040-11ac0c484ab3	fc990cee-3a1e-9d45-e040-11ac0c484ab3	4.0	32.07	41.70	1.028363726	0.1129623405	1.021009171	0.1314684449	2803095160	3.95	2.55	1.321050814	1.289614762
BOCA-UK	CGP_donor_1691139	fc991b60-15da-cadb-e040-11ac0c48523b	fc991b60-15dd-cadb-e040-11ac0c48523b	5.0	33.70	72.86	1.030109042	0.1294637727	1.033346313	0.1037406455	2826680272	1.48	1.72	1.626034858	1.308952402
BOCA-UK	CGP_donor_1691143	fc992ff1-43aa-e8be-e040-11ac0c485cb5	fc992ff1-43ad-e8be-e040-11ac0c485cb5	5.0	39.75	48.71	1.020942465	0.1109103924	1.016138576	0.0994281808	2809501114	2.27	1.34	1.560340053	1.353024442
BOCA-UK	CGP_donor_1691145	fc99832e-a4ab-8259-e040-11ac0c48131c	fc99832e-a4ae-8259-e040-11ac0c48131c	4.0	55.91	44.39	1.038775793	0.0952140025	1.02401712	0.1440623248	2820209124	5.94	1.56	1.54024938	1.323684093
BOCA-UK	CGP_donor_1691146	fc99858d-7ad0-722c-e040-11ac0d4865b9	fc99858d-7ad3-722c-e040-11ac0d4865b9	5.0	32.51	41.25	1.030214972	0.0911529034	1.033101144	0.1039626265	2811120415	1.61	1.74	1.458332847	1.309343247
BOCA-UK	CGP_donor_1691147	f86e2d80-9118-7a19-e040-11ac0d486900	f86e2d80-911b-7a19-e040-11ac0d486900	5.0	32.50	45.32	1.02983622	0.1240864558	0.9690015302	0.0645812766	2816148716	1.51	0.89	1.684179615	1.380445622
BOCA-UK	CGP_donor_1691148	f8809cee-8f7e-28f8-e040-11ac0d4873bf	f8809cee-8f81-28f8-e040-11ac0d4873bf	5.0	37.99	58.88	1.029816605	0.1328910659	1.035147673	0.0715757611	2831789784	1.44	1.19	1.631703201	1.359002383
BOCA-UK	CGP_donor_1691149	f82d213f-9840-28eb-e040-11ac0d483e48	f82d213f-9843-28eb-e040-11ac0d483e48	4.0	37.99	42.59	1.002877305	0.1523628525	0.9797397516	0.0887991231	2807407592	3.68	1.47	1.610745787	1.297457898
BOCA-UK	CGP_donor_1691150	fc9650a1-9aec-ab3b-e040-11ac0c4829a7	fc9650a1-9aef-ab3b-e040-11ac0c4829a7	4.5	32.32	50.66	1.027570406	0.0732640821	1.079810549	0.0768027353	2827202375	2.50	5.84	1.372996665	1.356212118
BOCA-UK	CGP_donor_1691151	fc998aec-57da-eab2-e040-11ac0d48680a	fc998aec-57dd-eab2-e040-11ac0d48680a	5.0	31.18	39.79	1.010659866	0.0912605725	1.011090169	0.128750849	2808131863	1.33	2.37	1.549686191	1.309155773
BOCA-UK	CGP_donor_1691152	fc99b734-7f5e-88d1-e040-11ac0c482e88	fc99b734-7f61-88d1-e040-11ac0c482e88	5.0	34.59	49.05	1.013602386	0.1227792479	1.020256022	0.0911451651	2811278005	2.05	1.56	1.427067015	1.323384142
BOCA-UK	CGP_donor_1691153	fc99bbb0-e5c4-fb9e-e040-11ac0d4807e1	fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	5.0	37.63	41.26	1.029117945	0.0911546286	1.029271796	0.113884996	2815820304	1.25	2.23	1.550104382	1.323726417
BOCA-UK	CGP_donor_1691154	fc968a86-32e0-ee88-e040-11ac0d487adb	fc968a86-32e3-ee88-e040-11ac0d487adb	5.0	31.77	47.10	1.027064806	0.0758669804	1.059662823	0.1277658491	2723690780	1.58	2.56	1.358982948	1.569839341
BOCA-UK	CGP_donor_1691205	f8425828-5b0c-23a8-e040-11ac0d484128	f8425828-5b0f-23a8-e040-11ac0d484128	5.0	42.29	42.14	1.030093048	0.081043969	1.025587513	0.0773105541	2821676887	1.37	1.24	1.579780139	1.358207652
BOCA-UK	CGP_donor_1691206	f8572359-f297-5945-e040-11ac0d4821cf	f8572359-f29a-5945-e040-11ac0d4821cf	4.5	39.87	39.78	1.029351727	0.0810929679	0.998984447	0.1735137179	2808124534	2.56	5.92	1.576854221	1.12602384
BOCA-UK	CGP_donor_1691207	f86ae246-248f-9785-e040-11ac0d4813b0	f86ae246-2492-9785-e040-11ac0d4813b0	5.0	31.79	49.94	1.025228291	0.0978445248	0.9811450331	0.1105658551	2809021046	2.16	1.97	1.610502225	1.366439068
BOCA-UK	CGP_donor_1691208	f87e94a9-ef34-fcba-e040-11ac0c482332	f87e94a9-ef37-fcba-e040-11ac0c482332	4.0	38.73	41.97	1.034384121	0.0847173049	1.091882219	0.0806039581	2811185245	6.41	2.66	1.536048994	1.374244541
BOCA-UK	CGP_donor_1691209	f82d213f-bc03-5b51-e040-11ac0c48687e	f82d213f-bc06-5b51-e040-11ac0c48687e	4.0	45.20	38.95	1.03225785	0.0746959481	0.9987156985	0.093759028	2800132990	4.34	2.14	1.561494465	1.210899855
BOCA-UK	CGP_donor_1691210	f843ed5c-0333-3d33-e040-11ac0d48478c	f843ed5c-0336-3d33-e040-11ac0d48478c	5.0	43.10	42.15	1.01761601	0.0827598557	1.041411441	0.0960527597	2798850444	1.73	2.88	1.542953903	1.274471881
BOCA-UK	CGP_donor_1691211	f8593ac0-947d-22a0-e040-11ac0d48697a	f8593ac0-9480-22a0-e040-11ac0d48697a	5.0	31.46	40.02	1.0094455	0.0852461525	0.9703274505	0.0778983204	2794136308	1.31	1.86	1.535765833	1.181946093
BOCA-UK	CGP_donor_1691212	f86b6ba2-8f48-ee53-e040-11ac0d485904	f86b6ba2-8f4b-ee53-e040-11ac0d485904	5.0	32.82	39.03	1.011978049	0.1009116562	0.9955765944	0.1100164467	2798631983	1.56	2.17	1.567674269	1.367318094
BOCA-UK	CGP_donor_1691213	f87d7c27-eeec-920e-e040-11ac0d48388d	f87d7c27-eeef-920e-e040-11ac0d48388d	4.5	29.10	43.73	1.01014815	0.0941638147	0.9258830472	0.0681422004	2778845073	1.76	5.28	1.549864503	1.26924737
BOCA-UK	CGP_donor_1691214	f82d2146-70f2-8114-e040-11ac0d483e50	f82d2146-70f5-8114-e040-11ac0d483e50	5.0	35.49	42.75	1.009778354	0.1020958538	0.9532930762	0.2429140057	2810994257	1.61	0.79	1.580731547	1.303406917
BOCA-UK	CGP_donor_1691215	f841c488-6b8a-6645-e040-11ac0c481418	f841c488-6b8d-6645-e040-11ac0c481418	5.0	29.23	43.34	1.010529138	0.0891439157	1.015496439	0.083356314	2809192224	1.45	1.35	1.56030338	1.360962611
BOCA-UK	CGP_donor_1691216	f854ae3f-356a-f0ad-e040-11ac0c485dae	f854ae3f-356d-f0ad-e040-11ac0c485dae	5.0	40.53	42.25	1.027748338	0.0872584348	1.018868526	0.1712371849	2822419437	2.03	1.96	1.565018863	1.12645492
BOCA-UK	CGP_donor_1691217	f86975a2-78a1-ef8c-e040-11ac0c4809da	f86975a2-78a4-ef8c-e040-11ac0c4809da	4.5	36.09	44.01	1.028718386	0.103640319	0.9948178839	0.1733817534	2804650132	1.73	5.30	1.526918331	1.296878445
BOCA-UK	CGP_donor_1841267	fc969f27-bdc3-cd03-e040-11ac0c48577e	fc969f27-bdc6-cd03-e040-11ac0c48577e	5.0	46.94	42.45	1.015609121	0.0698233008	1.01541653	0.0878948341	2812120894	1.56	2.48	1.381390178	1.30508688
